Number	Votes	Question
Q1	3	List&lt;Object&gt; is not null  but can&#39;t call .isEmpty without nullpointer exception
Q2	3	Is it possible to view HttpSession attributes with client side exploit?
Q3	2	JSP Servlet session invalidate() does not make session null
Q4	2	How to create session for login and logout in java
Q5	2	Spring MVC - Session differences
