Number	Votes	Question
Q1	15	What is the right approach to concatenating a null String in Java?
Q2	13	Adding two Java 8 streams  or an extra element to a stream
Q3	2	Using Hibernate&#39;s Criteria API  can I use concat with ilike restrictions?
