Number	Votes	Question
Q1	4	Where is tree grammars in ANTLR4?
Q2	3	antlr4 simplifying math expression
Q3	3	Understanding the context data structure in Antlr4
Q4	3	antlr 4.2.2 output to console warning (157)
Q5	2	CSV Lexer cannot find lexer class
Q6	2	ANTLR + Scala : ideas for improvements?
Q7	2	Visitor methods for Java grammar not working in ANTLR 4.4
Q8	2	Generating modular ANTLR Java
Q9	2	Navigating to tokens that are not part of the context while parsing java code using antlr4
Q10	2	Visitor/Listener code for a while loop in ANTLR 4
