Number	Votes	Question
Q1	2	ComboBox strange behaviour (JavaFX 8)
Q2	2	Why use CustomComponent for Layouts in Vaadin 7?
Q3	2	Sending/Receiving Interface
Q4	2	How do I change the position of JLabel or any other Component I add?
Q5	2	JFrame not presenting any Components
Q6	2	Getting Components by name not support all actions?
