Number	Votes	Question
Q1	6	android repeatedly play a mp3 file without any gap
Q2	4	MediaPlayer seekTo() doesn&#39;t update SurfaceView
Q3	4	What is MediaPlayer.OnInfoListener “code 973”?
Q4	3	URL cannot be cast to String
Q5	3	android get screenshot of current videoview
Q6	3	Android MediaPlayer reset freezes UI
Q7	2	Schedule execution of mediaplayer in android
Q8	2	How to wrap a background media player in Android
Q9	2	Unable to initialize AudioEffect (LoudnessEnhancer) on MediaPlayer (API 19)
Q10	2	Android : how to know if MediaPlayer is paused?
