Number	Votes	Question
Q1	5	How to have a Fullscreen Background Image (with center-crop) that doesn&#39;t Resize
Q2	2	How to display fancy frame on the image in android viewpager/imageview?
Q3	2	GestureImagView in android
Q4	2	How to maintain qualtiy of the image downloaded from url to imageview and crop them to a circle?
