Number	Votes	Question
Q1	8	Is it good programming to have a return type of Exception?
Q2	6	Catch exceptions within an entire Java application
Q3	5	How to make runnable Jar programs that do not fail silently?
Q4	5	Recommended way to handle problems in algorithms
Q5	5	Remove fragment crash
Q6	4	How to check for user input error when initializing a class in java
Q7	4	Is it more Java-thonic to throw an exception or return null?
Q8	3	Unexpected runtime error in simple Java code
Q9	3	Best Pratices for Error Codes in Web Services
Q10	2	Java GUI - Fahrenheit to Celsius *SOLVED
