Number	Votes	Question
Q1	3	DecimalFormat gives differfent result in Oracle Java 1.7 and IBM java 1.6
Q2	2	Error occurred while performing the joint operation in IBM
Q3	2	Websphere 8 + WorkManager ClassCastException
Q4	2	Axis version 1.4.1 deploy on IBM WAS 8.5
Q5	2	IBM JDK Convert GSSCredential to Subject
