Number	Votes	Question
Q1	5	Why the maxValue + 1 of an int is the same as maxValue  but not for shorts and bytes?
Q2	3	Spring Data REST custom method link
Q3	3	How can I iterate through a Guava multimap to print out values as pairs
Q4	3	How do I refactor my model?
Q5	2	What is the most efficient way to change the values of columns  and see if a row has all the same values if the array is infinitely large?
Q6	2	Data comparison in java
Q7	2	Reading short from byte array
Q8	2	Display item in Jlist Swing in ordered manner
Q9	2	why stack using array why not linkedlist
Q10	2	Android / Java Algorithm to pick out pieces of String.
