Number	Votes	Question
Q1	5	Why do we sometimes use hexadecimal format over decimal?
Q2	4	How is saving a long array as reverse hexadecimal numbers faster?
Q3	3	Hexadecimal Floating-point literals
Q4	2	Why would the method not allow inputs from 11-15?
Q5	2	Implement custom Arithmetic System
Q6	2	Conversion python to Java
