Number	Votes	Question
Q1	25	Which method is overridden?
Q2	23	Why NullPointerException?
Q3	13	Abstract class with default value
Q4	6	Equivalence of abstract classes/methods (Java) in Google Go
Q5	6	Java 8 - Are interfaces not abstract anymore?
Q6	5	Can you have an array of different kinds of objects?
Q7	5	Java abstract to treat two objects as the same in a tree
Q8	5	Understanding how drawLine works
Q9	5	Multiple object types in one ArrayList
Q10	5	Why can abstract methods only be declared in abstract classes?
