Number	Votes	Question
Q1	9	Enable CORS in Java Play Framework 2.2.x
Q2	8	Play Framework  OneToOne relationship not working
Q3	7	logback with play framework
Q4	7	Typesafe Activator NoSuchMethodError
Q5	7	Caching with Play framework and Java
Q6	7	Play framework 2.2.1 HTTPs fails on connection attempt
Q7	6	How to disable http port in play framework?
Q8	6	Advice deploying war files vs executable jar with embedded container
Q9	6	Play framework: Server monitoring and peformance admin page
Q10	5	Vagrant to run play framework
