Number	Votes	Question
Q1	35	Is it possible to use multiple view resolvers in Spring?
Q2	9	Java can&#39;t see all installed fonts in system
Q3	6	Missing preview tab in Birt layout
Q4	4	Birt not generating PDF and XLS report
Q5	4	Number format a decimal in Birt reports
Q6	4	Conversion-service class in spring
Q7	3	Convert Java-Based Configuration to Spring XML-based
Q8	2	Birt Dataset oda exception
Q9	2	How to configure BIRT Report Engine to use fonts directly from the application&#39;s classpath?
