Number	Votes	Question
Q1	5	have menuitem only appear in action bar if ParseUser is viewing own post
Q2	4	Convert number into double
Q3	4	How to call the Parse.com API from a LibGDX java implementation?
Q4	3	ParseUser and ParseObject in threads cause ANR
Q5	3	Working with GPS Location
Q6	3	The method getApplicationContext() is undefined - fragment issues
Q7	3	How do I get Parse.com Push Notifications working in a Cordova/Phonegap Android app?
Q8	3	Parse Open push notification in different Activity Android
Q9	3	Parse -Android Getting multiple push notifications
Q10	2	I am building an Android app using Parse  but I am not able to create an object
