Number	Votes	Question
Q1	8	Does IntelliJ IDEA fits also 64bits systems?
Q2	3	JDK is updated but previous version is still getting shown as current version
Q3	3	Installing JNLP on Ubuntu for Open JDK 7
Q4	3	Android java app installation under the hood
Q5	3	How to fix error: could not find the required version of the Java(TM) 2 runtime environment in &#39;(null)&#39;
