Number	Votes	Question
Q1	4	How to make gradient border of an image using java?
Q2	3	Rectangular Gradient
Q3	2	Color Gradient Algorithm in Lab color space
Q4	2	How to Apply the background gradient of a JFrame
Q5	2	Get median color between two colors
