Number	Votes	Question
Q1	4	How to prevent android app from crashing due to exception in background thread?
Q2	3	How to detect an external process crash in Java?
Q3	3	Need help getting a try and catch to work
Q4	3	Applet does not run and crashes 7u55 plugin in chrome  Firefox and IE work fine
Q5	2	App crashes on test push notification using parse
Q6	2	The strangest Android crash occurring to about 20 users of my app
Q7	2	Eclipse stopped working and doesn&#39;t start
Q8	2	Camera intent crashing my application after few pictures
Q9	2	What is the point of super.onStop()?
Q10	2	App Crash SildingMenu On Many Clicks
