Number	Votes	Question
Q1	4	Java resource from class vs Thread
Q2	4	Possible resource leak when reusing PreparedStatement?
Q3	3	Include file exe into Project Netbeans Java
Q4	3	Launching phantomjs as a local Resource when using an Executable Jar
Q5	2	AAR not including module&#39;s resources
Q6	2	Loading resources from a jar within Java Web Start
Q7	2	getResourceAsStream() returning null for properties file
Q8	2	Do I have to close all resources every time I use them?
Q9	2	More information about &lt;data-source&gt; tag in web.xml
Q10	2	wrong generation of R.java drawables
