Number	Votes	Question
Q1	10	Send notification to all the devices connected to a Wi-Fi network
Q2	3	Why does WiFiP2P need internet permission?
Q3	2	Java Adroid  wifi  Probe Request  802.11
Q4	2	Change type of Internet connection
Q5	2	Android Development - javax.net.ssl.SSLException: hostname in certificate didn&#39;t match: !=
