Number	Votes	Question
Q1	13	Reducing android app (apk) size
Q2	12	Cant understand the working of File object.delete()
Q3	9	Return value from jar file created from Matlab
Q4	9	#NAME?
Q5	7	Casting int to byte gives different results in Netbeans and JCreator
Q6	6	What is Manifest-Version in MANIFEST.MF?
Q7	6	NoClassDefFoundError in nested jar (Android)
Q8	6	Jar Dependencies in GitHub
Q9	6	How to make a .jar out from an Android Studio project
Q10	5	Do valid java.net.URIs for nested archives exist?
