Number	Votes	Question
Q1	5	How is 1 greater than 4?
Q2	4	Using HashMap Value to remove object from TreeSet
Q3	4	TreeSet doesn&#39;t work  what&#39;s wrong with the following code?
Q4	4	java: TreeSet order
Q5	3	Find the highest N numbers in an infinite list
Q6	3	Sorting a hashmap
Q7	2	TreeSet not sorting properly
Q8	2	Why does my TreeSet not add anything beyond the first element?
Q9	2	How to find the next in order successor in a binary tree?
