Number	Votes	Question
Q1	8	Accessing ServletContext and HttpSession in @OnMessage of a JSR-356 @ServerEndpoint
Q2	8	Not able to run spring web socket demo
Q3	5	Does not connect to Java websocket in Tomcat
Q4	5	How mature is the Spring websocket and messaging support?
Q5	5	Websocket: How To Push A Message To A Target User
Q6	5	Integrating JSR-356 WebSocket @ServerEndpoint with Spring 3 beans
Q7	5	tomcat 7.0.50 java webscoket implementation gives 404 error
Q8	5	JSR-356: How to abort a websocket connection during the handshake?
Q9	4	Emiting socket.io messages on Android
Q10	4	Java (Android) WebSocket Client Libraries
