Number	Votes	Question
Q1	9	Request Dispatcher causing $.get of jQuery to alert the text of the page
Q2	4	404 not found error in jquery ajax call in spring controller
Q3	4	How stop affecting the CSS of other content to our site?
Q4	4	Java ajax passing values from jsp to servlet
Q5	4	How to return a value in ajax from a Java Rest Web service?
Q6	4	Disable Spring Security for OPTIONS Http Method
Q7	3	Getting values of textarea of html in Android
Q8	3	how to reload every tab of browser which have open our webpages
Q9	3	Spring 3.1 Controller not accepting ajax post
Q10	3	403 Status (Forbidden) when PUT and DELETE using AJAX
