Number	Votes	Question
Q1	3	How to enable commit on focusLost for TableView/TreeTableView?
Q2	2	Tab to next row in TreeTableView after last editable cell in one row
Q3	2	Why JavaFX TreeTableView edit-mode gets undesirably canceled?
Q4	2	How to modify click-behaviour of TreeTableView
