Number	Votes	Question
Q1	5	What is the Sherwood binary search algorithm in Java?
Q2	4	Automated vs Custom Lucene Scoring
Q3	4	Efficient Java complex pattern string search
Q4	4	Searching in Oxford Dictionary
Q5	3	Android assisted Search: The search button does not invoke the searchable Activity (Other Solutions did not help)
Q6	3	Hibernate search / lucene search in multiple fields child collections
Q7	3	Java implement tree search
Q8	3	Searchview doesn&#39;t work since app compat
Q9	3	NSDiacriticInsensitiveSearch equivalent in Android
Q10	3	Design Pattern For Searching Objects in Application
