Number	Votes	Question
Q1	5	Why is `Class` class final?
Q2	5	decorator design pattern violating is-a relationship
Q3	4	Checking in a unit test whether all methods are delegated
Q4	3	How can I remove a decorator from an object?
Q5	3	Decorator method  one Decorator type in Java
Q6	2	Am I understanding the Decorator pattern correctly?
Q7	2	Apache Storm - composing a bolt with another bolt
Q8	2	Is it a decorator pattern?
Q9	2	Decorators in different jars than implementation
