Number	Votes	Question
Q1	4	Cannot find symbol method addMouseListeners() in acm.program.GraphicsProgram
Q2	3	Create tiled map n*n for maze
Q3	3	Trouble with mouseDragged and multiple objects
Q4	2	Why is this JTextField not showing the contents?
Q5	2	Mouse contain within object
Q6	2	variable when called in the same scope produces multiple values java
Q7	2	Disappearing Problems Using a Released MouseEvent In Java
Q8	2	AbstractTableModel setValueAt method not being called
Q9	2	How to get items from JList in the order they are selected?
Q10	2	MouseEntered and KeyPressed at Same Time Java Swing
