Number	Votes	Question
Q1	9	How to slide the ActionBar along with the NavigationDrawer
Q2	8	Running Animation and image switcher at same time
Q3	4	Cannot start this animator on a detached view! reveal effect
Q4	4	Flip Images in a viewpager
Q5	3	How to animate a sprite sheet/texture regions from 1 corner to touch point in libgdx?
Q6	3	how can I flip an android dialog on click?
Q7	2	Animation listerener not called after fragment change
Q8	2	Android Animation leaving images outside parent view
Q9	2	ViewCompat.postInvalidateOnAnimation(View v) is not working when animating a button
Q10	2	LayoutTransition animation on ExpandableListview does not work properly
