Number	Votes	Question
Q1	3	how do you add to a 2D arraylist
Q2	2	Find path of FIXED length through a 2D array which gives maximum sum
Q3	2	Errors intializing 2d char array to test printing
Q4	2	How can I manipulate 2D arrays in Java?
Q5	2	Nested for loop to print output of 2D array in Java
Q6	2	Java 2d Array or 2d ArrayList?
Q7	2	Sorting two dimensional String array as per LastName without any Collection API
Q8	2	Putting random numbers randomly into 2d array
Q9	2	Array index out of bounds with JSwing and 2D array
Q10	2	Trying to transpose an array  but getting array out of bounds
