Number	Votes	Question
Q1	7	Spring RedisTemplate : Serialise multiple Model classes into JSON.Need to use Multiple RedisTemplates?
Q2	4	Redis Key expire notification with Jedis
Q3	3	How to Convert SQL table into Redis Data
Q4	3	Is order preserved in set when recovering sorted sets using jedis?
Q5	3	Memory-efficient distributed approach to determining unique values?
Q6	2	Huge Leaderboard ranking with filtering
Q7	2	example retrieving redis values as stream in java
Q8	2	Check value exists and return if it does Jedis Redis
Q9	2	Jedis : Could not get a resource from the pool
Q10	2	DRYing up a generic RedisTemplate in Spring 4
