Number	Votes	Question
Q1	4	Input methods other than using Scanner class?
Q2	4	In Java  should I use a different Scanner instance for different types of input?
Q3	3	I want to get data from user and compare it with my database in java
Q4	3	Stopping and resuming infinite loop on key input
Q5	3	Finding numbers greater than the average - why is my IF statement not working properly?
Q6	3	Scanning multiple lines using single scanner object
Q7	3	ObjectInputStream does not work with Sockets
Q8	3	Java =&gt; shorten commands for robot
Q9	2	how to take a input of very big length in java
Q10	2	Java input error with decimal
