Number	Votes	Question
Q1	3	authenticating Spring Web Service with LDAP
Q2	3	Shiro LDAP Authorization config
Q3	3	How to define our own column in Apache Directory studio..?
Q4	2	Authentication request failed: Bad credentials [LDAP: error code 49 - data 52e  v1db1]
Q5	2	How to load &quot;context.xml&quot; from classpath in Java?
Q6	2	javax.naming.initialcontext is a restricted class google app engine
Q7	2	Mapping LDAP users to Liferay local groups
Q8	2	Java- Retrieving permissions from LDAP for shiro
Q9	2	LDAP: error code 49 - Simple Bind Failed: NT_STATUS_LOGON_FAILURE
Q10	2	Convert java date to 18 dgit LDAP date
