Number	Votes	Question
Q1	3	Nimbus - override color for TableHeader
Q2	3	unable to set column width after jtable becomes visible
Q3	3	How to merge cell in DefaultTableModel/JTable?
Q4	2	Table Header is not displaying on Java Swing
