Number	Votes	Question
Q1	6	exec-maven-plugin says cannot run specified program  even though it is on the PATH
Q2	4	All possible ways to reach an ending position
Q3	3	Can strange paths cause a wrong structure of the file system?
Q4	3	Is there a correct way to have a util method to find test resource paths?
Q5	3	Restful Path Usage with &quot;/&quot;
Q6	2	Asterisks in Java Path
Q7	2	Read the text file from separate folder in java
Q8	2	ant says &quot;&lt; was unexpected at this time&quot;
Q9	2	Find path of FIXED length through a 2D array which gives maximum sum
Q10	2	Reading Files in Android
