Number	Votes	Question
Q1	4	Algorithm negotiation fail SSH in Jenkins
Q2	4	Invoking shell script contains SSH from java
Q3	2	How to run a java GUI on mac osx after ssh
Q4	2	Build artifacts over ssh jenkins - PHP
Q5	2	Java8 + Jcraft = Key is too long for this algorithm
Q6	2	Mount remote disk with Java via SSH
Q7	2	Problems executing Bash command over SSH from Java
Q8	2	Specifying ssh key for jgit
Q9	2	Java &amp; OS X Maverick: Run a java application through an ssh connection fails
Q10	2	execute sequense of commands in sshj
